,postcode_district,is_london?,property_type,year,num_transactions,avg_price,50th_percentile_price
4103,BN11,Outside London,Flat,2010,396,155345.3,140000
4102,BN11,Outside London,Flat,2009,375,139768.0,128500
4101,BN11,Outside London,Flat,2008,360,153470.5,142500
4100,BN11,Outside London,Flat,2007,744,151223.2,142500
4099,BN11,Outside London,Flat,2006,863,154863.2,130000
4098,BN11,Outside London,Flat,2005,628,131254.9,120000
4097,BN11,Outside London,Flat,2004,689,127677.4,119000
4096,BN11,Outside London,Flat,2003,681,120370.1,109000
4095,BN11,Outside London,Flat,2002,816,95743.7,86000
4094,BN11,Outside London,Flat,2001,821,75816.1,70000
4093,BN11,Outside London,Flat,2000,772,67374.3,59000
4092,BN11,Outside London,Flat,1999,791,52473.5,48000
4091,BN11,Outside London,Flat,1998,620,44527.6,40000
4090,BN11,Outside London,Flat,1997,681,39916.2,37000
4089,BN11,Outside London,Flat,1996,512,37070.3,33950
4088,BN11,Outside London,Flat,1995,460,37924.6,34000
10233,LL30,Outside London,Flat,2023,83,136449.4,130000
10232,LL30,Outside London,Flat,2022,165,137284.1,135000
10231,LL30,Outside London,Flat,2021,150,135950.0,125000
10230,LL30,Outside London,Flat,2020,84,126384.1,110000
10229,LL30,Outside London,Flat,2019,98,124580.3,116000
10228,LL30,Outside London,Flat,2018,127,117107.4,112000
10227,LL30,Outside London,Flat,2017,161,120666.5,109950
10226,LL30,Outside London,Flat,2016,150,102141.3,95000
10225,LL30,Outside London,Flat,2015,109,110005.0,102000
10224,LL30,Outside London,Flat,2014,147,130569.2,124900
10223,LL30,Outside London,Flat,2013,70,122330.0,98500
10222,LL30,Outside London,Flat,2012,89,125888.8,110000
10221,LL30,Outside London,Flat,2011,83,121620.2,109000
10220,LL30,Outside London,Flat,2010,64,119858.2,110000
10219,LL30,Outside London,Flat,2009,71,136323.2,130000
10218,LL30,Outside London,Flat,2008,94,121519.1,106500
10217,LL30,Outside London,Flat,2007,147,141204.1,125000
10216,LL30,Outside London,Flat,2006,178,143607.9,125000
10215,LL30,Outside London,Flat,2005,112,123095.4,109000
10214,LL30,Outside London,Flat,2004,119,106977.7,96000
10213,LL30,Outside London,Flat,2003,155,92015.5,83500
10212,LL30,Outside London,Flat,2002,170,85180.3,77000
10211,LL30,Outside London,Flat,2001,78,60184.6,49000
10210,LL30,Outside London,Flat,2000,102,58355.9,52000
10209,LL30,Outside London,Flat,1999,72,47643.0,40000
10208,LL30,Outside London,Flat,1998,78,45482.7,41000
10207,LL30,Outside London,Flat,1997,89,38987.8,37000
10206,LL30,Outside London,Flat,1996,114,40081.0,41000
10205,LL30,Outside London,Flat,1995,46,32708.7,29000
3971,M16,Outside London,Flat,2023,91,148709.3,150000
3970,M16,Outside London,Flat,2022,144,167779.4,155000
3969,M16,Outside London,Flat,2021,307,183374.0,182995
3968,M16,Outside London,Flat,2020,233,158049.1,150000
3967,M16,Outside London,Flat,2019,420,117977.7,115925
3966,M16,Outside London,Flat,2018,318,144928.0,138790
3965,M16,Outside London,Flat,2017,173,134575.2,129950
3964,M16,Outside London,Flat,2016,243,116195.1,114000
3963,M16,Outside London,Flat,2015,231,102132.1,100000
3962,M16,Outside London,Flat,2014,193,108291.2,110000
3961,M16,Outside London,Flat,2013,79,102082.2,98000
3960,M16,Outside London,Flat,2012,48,101891.1,91500
3959,M16,Outside London,Flat,2011,110,94307.0,87500
3958,M16,Outside London,Flat,2010,237,79845.9,77415
3957,M16,Outside London,Flat,2009,52,105076.0,100000
3956,M16,Outside London,Flat,2008,73,119766.4,115000
3955,M16,Outside London,Flat,2007,220,129700.9,127500
3954,M16,Outside London,Flat,2006,238,132263.8,130000
3953,M16,Outside London,Flat,2005,257,123287.8,124500
3952,M16,Outside London,Flat,2004,463,116239.4,119950
3951,M16,Outside London,Flat,2003,209,99997.6,96000
3950,M16,Outside London,Flat,2002,145,60334.5,56000
3949,M16,Outside London,Flat,2001,98,56530.3,49950
3948,M16,Outside London,Flat,2000,125,49564.2,45000
3947,M16,Outside London,Flat,1999,78,47766.9,39950
3946,M16,Outside London,Flat,1998,48,49365.1,37500
3945,M16,Outside London,Flat,1997,27,29114.6,27000
3944,M16,Outside London,Flat,1996,31,31829.0,34550
3943,M16,Outside London,Flat,1995,34,31058.8,32950
6987,NE6,Outside London,Flat,2023,135,130978.8,135000
6986,NE6,Outside London,Flat,2022,239,128116.6,125000
6985,NE6,Outside London,Flat,2021,280,116256.1,124000
6984,NE6,Outside London,Flat,2020,192,113810.6,115500
6983,NE6,Outside London,Flat,2019,181,116009.9,117500
6982,NE6,Outside London,Flat,2018,219,108298.4,115000
6981,NE6,Outside London,Flat,2017,283,102901.9,108950
6980,NE6,Outside London,Flat,2016,250,104227.1,110000
6979,NE6,Outside London,Flat,2015,240,114891.4,111000
6978,NE6,Outside London,Flat,2014,233,95386.0,101000
6977,NE6,Outside London,Flat,2013,166,94647.5,102500
6976,NE6,Outside London,Flat,2012,117,93133.3,98500
6975,NE6,Outside London,Flat,2011,108,92045.2,100000
6974,NE6,Outside London,Flat,2010,129,95218.6,105000
6973,NE6,Outside London,Flat,2009,143,94940.5,99950
6972,NE6,Outside London,Flat,2008,215,106686.1,109950
6971,NE6,Outside London,Flat,2007,517,118318.3,121550
6970,NE6,Outside London,Flat,2006,556,109105.5,113050
6969,NE6,Outside London,Flat,2005,518,91268.2,91500
6968,NE6,Outside London,Flat,2004,478,86550.1,85000
6967,NE6,Outside London,Flat,2003,479,71779.2,76950
6966,NE6,Outside London,Flat,2002,505,55537.6,58000
6965,NE6,Outside London,Flat,2001,461,45484.6,46000
6964,NE6,Outside London,Flat,2000,482,39931.5,40000
6963,NE6,Outside London,Flat,1999,419,40928.2,40000
6962,NE6,Outside London,Flat,1998,360,38675.3,38000
6961,NE6,Outside London,Flat,1997,390,34170.4,34950
6960,NE6,Outside London,Flat,1996,306,31739.7,32549
6959,NE6,Outside London,Flat,1995,247,34776.1,34000
2260,NR3,Outside London,Flat,2023,95,163005.8,140000
2259,NR3,Outside London,Flat,2022,187,189464.1,155000
2258,NR3,Outside London,Flat,2021,167,178092.8,137500
2257,NR3,Outside London,Flat,2020,122,127131.7,120000
2256,NR3,Outside London,Flat,2019,117,144265.4,128500
2255,NR3,Outside London,Flat,2018,157,135913.9,122000
2254,NR3,Outside London,Flat,2017,188,135580.6,125000
2253,NR3,Outside London,Flat,2016,147,121780.9,115000
2252,NR3,Outside London,Flat,2015,189,126925.0,117000
2251,NR3,Outside London,Flat,2014,154,112497.8,105000
2250,NR3,Outside London,Flat,2013,100,106100.4,91500
2249,NR3,Outside London,Flat,2012,81,106707.4,91000
2248,NR3,Outside London,Flat,2011,82,104731.9,94000
2247,NR3,Outside London,Flat,2010,87,109219.4,92500
2246,NR3,Outside London,Flat,2009,88,104770.3,89950
2245,NR3,Outside London,Flat,2008,125,121966.6,114000
2244,NR3,Outside London,Flat,2007,228,117282.9,112000
2243,NR3,Outside London,Flat,2006,226,125251.8,104000
2242,NR3,Outside London,Flat,2005,167,104067.2,95000
2241,NR3,Outside London,Flat,2004,195,92589.6,83500
2240,NR3,Outside London,Flat,2003,181,84019.2,74500
2239,NR3,Outside London,Flat,2002,169,74071.3,65000
2238,NR3,Outside London,Flat,2001,189,48087.8,44500
2237,NR3,Outside London,Flat,2000,151,49195.9,40000
2236,NR3,Outside London,Flat,1999,133,37508.5,32495
2235,NR3,Outside London,Flat,1998,129,35816.8,31750
2234,NR3,Outside London,Flat,1997,100,33708.3,28000
2233,NR3,Outside London,Flat,1996,113,31717.5,27000
2232,NR3,Outside London,Flat,1995,85,28972.8,27500
1477,PO33,Outside London,Flat,2023,74,152432.7,130000
1476,PO33,Outside London,Flat,2022,138,149078.4,135000
1475,PO33,Outside London,Flat,2021,208,145425.8,133000
1474,PO33,Outside London,Flat,2020,108,124086.3,115000
1473,PO33,Outside London,Flat,2019,164,131634.1,122000
1472,PO33,Outside London,Flat,2018,155,128041.1,112000
1471,PO33,Outside London,Flat,2017,200,120777.9,114000
1470,PO33,Outside London,Flat,2016,143,104892.6,95000
1469,PO33,Outside London,Flat,2015,159,113997.1,99000
1468,PO33,Outside London,Flat,2014,146,108726.7,104000
1467,PO33,Outside London,Flat,2013,111,104838.0,96000
1466,PO33,Outside London,Flat,2012,105,103684.4,95000
1465,PO33,Outside London,Flat,2011,105,99832.9,91000
1464,PO33,Outside London,Flat,2010,126,108025.8,102000
1463,PO33,Outside London,Flat,2009,109,114457.3,100000
1462,PO33,Outside London,Flat,2008,130,123973.5,118500
1461,PO33,Outside London,Flat,2007,247,123054.1,118500
1460,PO33,Outside London,Flat,2006,273,116019.3,114000
1459,PO33,Outside London,Flat,2005,196,107920.1,103845
1458,PO33,Outside London,Flat,2004,273,96157.4,85000
1457,PO33,Outside London,Flat,2003,248,84599.5,77500
1456,PO33,Outside London,Flat,2002,279,67471.5,65000
1455,PO33,Outside London,Flat,2001,284,55336.7,49950
1454,PO33,Outside London,Flat,2000,257,44725.5,41500
1453,PO33,Outside London,Flat,1999,221,39034.4,36000
1452,PO33,Outside London,Flat,1998,198,41293.4,38000
1451,PO33,Outside London,Flat,1997,205,34443.3,33500
1450,PO33,Outside London,Flat,1996,143,30015.2,29500
1449,PO33,Outside London,Flat,1995,125,34163.4,34000
11681,TW10,Greater London,Flat,2023,75,753948.7,575000
11680,TW10,Greater London,Flat,2022,130,740513.6,630000
11679,TW10,Greater London,Flat,2021,162,673333.3,540000
11678,TW10,Greater London,Flat,2020,120,670684.5,563500
11677,TW10,Greater London,Flat,2019,122,910659.4,577000
11676,TW10,Greater London,Flat,2018,131,645120.1,501550
11675,TW10,Greater London,Flat,2017,194,992249.5,655000
11674,TW10,Greater London,Flat,2016,142,593255.4,520000
11673,TW10,Greater London,Flat,2015,174,566465.1,500000
11672,TW10,Greater London,Flat,2014,177,591739.1,525000
11671,TW10,Greater London,Flat,2013,191,458234.1,415000
11670,TW10,Greater London,Flat,2012,166,444188.4,375000
11669,TW10,Greater London,Flat,2011,134,410035.4,350000
11668,TW10,Greater London,Flat,2010,155,384718.3,345000
11667,TW10,Greater London,Flat,2009,124,367627.4,327500
11666,TW10,Greater London,Flat,2008,140,392286.5,338000
11665,TW10,Greater London,Flat,2007,238,363345.8,341000
11664,TW10,Greater London,Flat,2006,262,334543.9,292500
11663,TW10,Greater London,Flat,2005,199,296919.2,265000
11662,TW10,Greater London,Flat,2004,203,293773.3,250000
11661,TW10,Greater London,Flat,2003,216,265465.1,245000
11660,TW10,Greater London,Flat,2002,270,272497.5,242143
11659,TW10,Greater London,Flat,2001,200,227030.2,207500
11658,TW10,Greater London,Flat,2000,200,222230.2,192500
11657,TW10,Greater London,Flat,1999,281,189396.8,176000
11656,TW10,Greater London,Flat,1998,204,159504.5,152500
11655,TW10,Greater London,Flat,1997,257,132510.8,125000
11654,TW10,Greater London,Flat,1996,236,116527.8,107500
11653,TW10,Greater London,Flat,1995,153,117214.1,106000
926,W10,Greater London,Flat,2023,73,737574.8,612500
925,W10,Greater London,Flat,2022,127,708556.0,600000
924,W10,Greater London,Flat,2021,182,720373.5,575500
923,W10,Greater London,Flat,2020,111,661835.2,595000
922,W10,Greater London,Flat,2019,122,607334.7,517500
921,W10,Greater London,Flat,2018,142,666772.8,525000
920,W10,Greater London,Flat,2017,197,669566.2,600000
919,W10,Greater London,Flat,2016,215,664592.2,595000
918,W10,Greater London,Flat,2015,279,599568.7,497000
917,W10,Greater London,Flat,2014,221,557737.6,490000
916,W10,Greater London,Flat,2013,240,491609.4,440000
915,W10,Greater London,Flat,2012,203,452551.7,385000
914,W10,Greater London,Flat,2011,160,391864.9,340000
913,W10,Greater London,Flat,2010,221,433954.1,375000
912,W10,Greater London,Flat,2009,129,355290.4,332000
911,W10,Greater London,Flat,2008,124,354736.0,315000
910,W10,Greater London,Flat,2007,317,374098.6,302000
909,W10,Greater London,Flat,2006,271,305061.1,280000
908,W10,Greater London,Flat,2005,199,283509.2,255000
907,W10,Greater London,Flat,2004,265,288294.1,240000
906,W10,Greater London,Flat,2003,223,245258.3,220000
905,W10,Greater London,Flat,2002,309,254397.4,225000
904,W10,Greater London,Flat,2001,251,205398.1,185000
903,W10,Greater London,Flat,2000,240,195946.1,175000
902,W10,Greater London,Flat,1999,234,168014.8,150000
901,W10,Greater London,Flat,1998,234,136398.4,124600
900,W10,Greater London,Flat,1997,256,116912.3,112000
899,W10,Greater London,Flat,1996,198,98001.1,88875
898,W10,Greater London,Flat,1995,179,95403.1,85150
5595,BL1,Outside London,Flat,2023,84,108713.7,99000
5594,BL1,Outside London,Flat,2022,160,115329.3,99000
5593,BL1,Outside London,Flat,2021,192,111188.7,95000
5592,BL1,Outside London,Flat,2020,158,101070.9,92000
5591,BL1,Outside London,Flat,2019,143,106526.5,90000
5590,BL1,Outside London,Flat,2018,134,106212.9,84500
5589,BL1,Outside London,Flat,2017,206,88989.6,68000
5588,BL1,Outside London,Flat,2016,137,94031.5,86000
5587,BL1,Outside London,Flat,2015,153,101159.1,95000
5586,BL1,Outside London,Flat,2014,169,98066.0,91500
5585,BL1,Outside London,Flat,2013,159,89821.0,82995
5584,BL1,Outside London,Flat,2012,118,91858.6,82000
5583,BL1,Outside London,Flat,2011,136,104979.9,85000
5582,BL1,Outside London,Flat,2010,83,109279.0,104950
5581,BL1,Outside London,Flat,2009,134,109217.3,105000
5580,BL1,Outside London,Flat,2008,184,125537.3,115950
5579,BL1,Outside London,Flat,2007,244,129357.3,120536
5578,BL1,Outside London,Flat,2006,111,122927.7,105000
5577,BL1,Outside London,Flat,2005,218,104475.1,101000
5576,BL1,Outside London,Flat,2004,127,101872.5,95250
5575,BL1,Outside London,Flat,2003,128,80483.8,76250
5574,BL1,Outside London,Flat,2002,104,69861.2,74000
5573,BL1,Outside London,Flat,2001,147,63788.0,72000
5572,BL1,Outside London,Flat,2000,92,54396.7,35500
5571,BL1,Outside London,Flat,1999,66,51959.4,33000
5570,BL1,Outside London,Flat,1998,56,43522.1,35000
5569,BL1,Outside London,Flat,1997,67,44564.0,47950
5568,BL1,Outside London,Flat,1996,49,37549.9,30600
5567,BL1,Outside London,Flat,1995,33,38001.5,29000
11333,BN16,Outside London,Flat,2023,93,248889.8,250000
11332,BN16,Outside London,Flat,2022,147,251328.7,250000
11331,BN16,Outside London,Flat,2021,146,242994.9,230000
11330,BN16,Outside London,Flat,2020,134,216848.5,210000
11329,BN16,Outside London,Flat,2019,138,216635.4,210000
11328,BN16,Outside London,Flat,2018,118,217041.5,215000
11327,BN16,Outside London,Flat,2017,134,220433.5,212000
11326,BN16,Outside London,Flat,2016,163,203668.9,195000
11325,BN16,Outside London,Flat,2015,194,190218.7,184000
11324,BN16,Outside London,Flat,2014,162,172935.1,170000
11323,BN16,Outside London,Flat,2013,119,171317.2,165000
11322,BN16,Outside London,Flat,2012,133,163584.5,156000
11321,BN16,Outside London,Flat,2011,119,158794.5,147000
11320,BN16,Outside London,Flat,2010,124,176441.5,165000
11319,BN16,Outside London,Flat,2009,155,170883.2,170000
11318,BN16,Outside London,Flat,2008,115,199508.9,186950
11317,BN16,Outside London,Flat,2007,287,194857.5,180623
11316,BN16,Outside London,Flat,2006,190,148996.9,140000
11315,BN16,Outside London,Flat,2005,158,156296.8,145500
11314,BN16,Outside London,Flat,2004,168,149786.5,139950
11313,BN16,Outside London,Flat,2003,136,130541.1,127250
11312,BN16,Outside London,Flat,2002,175,110968.8,101500
11311,BN16,Outside London,Flat,2001,178,84575.2,81500
11310,BN16,Outside London,Flat,2000,158,84036.8,77950
11309,BN16,Outside London,Flat,1999,191,67425.9,60000
11308,BN16,Outside London,Flat,1998,204,63053.7,59000
11307,BN16,Outside London,Flat,1997,204,66163.9,54000
11306,BN16,Outside London,Flat,1996,145,46747.5,41740
11305,BN16,Outside London,Flat,1995,124,45761.7,41500
5102,BS23,Outside London,Flat,2023,211,168925.1,152000
5101,BS23,Outside London,Flat,2022,467,165800.8,155000
5100,BS23,Outside London,Flat,2021,437,156736.3,150000
5099,BS23,Outside London,Flat,2020,296,145643.0,140000
5098,BS23,Outside London,Flat,2019,337,138619.7,130000
5097,BS23,Outside London,Flat,2018,363,140699.3,130000
5096,BS23,Outside London,Flat,2017,459,137873.0,130000
5095,BS23,Outside London,Flat,2016,440,129232.1,121000
5094,BS23,Outside London,Flat,2015,377,120662.3,115000
5093,BS23,Outside London,Flat,2014,358,122594.7,117000
5092,BS23,Outside London,Flat,2013,224,110595.7,105000
5091,BS23,Outside London,Flat,2012,213,110518.4,102000
5090,BS23,Outside London,Flat,2011,217,127282.5,120000
5089,BS23,Outside London,Flat,2010,197,128242.1,115000
5088,BS23,Outside London,Flat,2009,178,120554.2,110000
5087,BS23,Outside London,Flat,2008,314,137837.9,125000
5086,BS23,Outside London,Flat,2007,726,137903.1,124995
5085,BS23,Outside London,Flat,2006,590,121834.8,117000
5084,BS23,Outside London,Flat,2005,450,116418.1,110000
5083,BS23,Outside London,Flat,2004,528,112180.9,100000
5082,BS23,Outside London,Flat,2003,487,89630.1,82500
5081,BS23,Outside London,Flat,2002,544,74647.0,67500
5080,BS23,Outside London,Flat,2001,494,61889.9,56000
5079,BS23,Outside London,Flat,2000,499,57504.6,50000
5078,BS23,Outside London,Flat,1999,492,47351.7,41500
5077,BS23,Outside London,Flat,1998,416,40574.2,36999
5076,BS23,Outside London,Flat,1997,399,42536.5,35400
5075,BS23,Outside London,Flat,1996,350,37237.5,33500
5074,BS23,Outside London,Flat,1995,266,35002.5,32250
3739,CF11,Outside London,Flat,2023,124,183973.3,163000
3738,CF11,Outside London,Flat,2022,232,187582.4,161000
3737,CF11,Outside London,Flat,2021,239,174491.9,153500
3736,CF11,Outside London,Flat,2020,229,185868.7,160000
3735,CF11,Outside London,Flat,2019,320,164496.9,144995
3734,CF11,Outside London,Flat,2018,375,160674.7,140000
3733,CF11,Outside London,Flat,2017,287,155227.5,142000
3732,CF11,Outside London,Flat,2016,447,166277.4,155000
3731,CF11,Outside London,Flat,2015,403,155177.0,145000
3730,CF11,Outside London,Flat,2014,361,152243.5,143000
3729,CF11,Outside London,Flat,2013,184,136586.1,131000
3728,CF11,Outside London,Flat,2012,158,132917.5,130000
3727,CF11,Outside London,Flat,2011,151,130684.0,122500
3726,CF11,Outside London,Flat,2010,166,122921.3,119000
3725,CF11,Outside London,Flat,2009,273,136242.0,131995
3724,CF11,Outside London,Flat,2008,341,162230.4,148000
3723,CF11,Outside London,Flat,2007,519,164089.1,155000
3722,CF11,Outside London,Flat,2006,421,157798.2,149000
3721,CF11,Outside London,Flat,2005,377,146998.9,136000
3720,CF11,Outside London,Flat,2004,409,136131.8,133000
3719,CF11,Outside London,Flat,2003,339,125106.9,127100
3718,CF11,Outside London,Flat,2002,257,94987.9,89995
3717,CF11,Outside London,Flat,2001,167,75511.5,70000
3716,CF11,Outside London,Flat,2000,147,72984.3,68000
3715,CF11,Outside London,Flat,1999,139,63150.2,60000
3714,CF11,Outside London,Flat,1998,121,51111.9,49000
3713,CF11,Outside London,Flat,1997,120,49925.9,48500
3712,CF11,Outside London,Flat,1996,87,45528.9,46495
3711,CF11,Outside London,Flat,1995,71,43196.7,44500
9682,DY8,Outside London,Flat,2023,80,144850.3,137000
9681,DY8,Outside London,Flat,2022,128,136459.2,130000
9680,DY8,Outside London,Flat,2021,153,149384.0,135000
9679,DY8,Outside London,Flat,2020,129,131749.6,133000
9678,DY8,Outside London,Flat,2019,127,125210.9,120000
9677,DY8,Outside London,Flat,2018,117,118267.9,117500
9676,DY8,Outside London,Flat,2017,129,123250.9,127500
9675,DY8,Outside London,Flat,2016,146,111500.2,114000
9674,DY8,Outside London,Flat,2015,98,117204.1,115000
9673,DY8,Outside London,Flat,2014,109,105021.0,105000
9672,DY8,Outside London,Flat,2013,59,114344.8,112000
9671,DY8,Outside London,Flat,2012,53,111262.3,108000
9670,DY8,Outside London,Flat,2011,92,109016.5,114950
9669,DY8,Outside London,Flat,2010,86,110761.9,107950
9668,DY8,Outside London,Flat,2009,95,111595.4,110000
9667,DY8,Outside London,Flat,2008,89,124398.5,121500
9666,DY8,Outside London,Flat,2007,143,128857.4,125000
9665,DY8,Outside London,Flat,2006,188,116251.6,118000
9664,DY8,Outside London,Flat,2005,92,121177.9,111000
9663,DY8,Outside London,Flat,2004,69,88701.3,85000
9662,DY8,Outside London,Flat,2003,65,83455.4,72500
9661,DY8,Outside London,Flat,2002,80,71210.5,67250
9660,DY8,Outside London,Flat,2001,75,59577.9,58000
9659,DY8,Outside London,Flat,2000,56,48147.2,39950
9658,DY8,Outside London,Flat,1999,53,38439.5,35995
9657,DY8,Outside London,Flat,1998,43,40641.6,42950
9656,DY8,Outside London,Flat,1997,62,42155.4,44250
9655,DY8,Outside London,Flat,1996,50,38973.8,39500
9654,DY8,Outside London,Flat,1995,46,34819.5,31500
11797,PR2,Outside London,Flat,2023,74,94551.8,89000
11796,PR2,Outside London,Flat,2022,132,95568.4,95000
11795,PR2,Outside London,Flat,2021,98,81154.5,74000
11794,PR2,Outside London,Flat,2020,66,76208.4,72500
11793,PR2,Outside London,Flat,2019,105,78300.9,72500
11792,PR2,Outside London,Flat,2018,118,86418.6,79000
11791,PR2,Outside London,Flat,2017,99,77878.8,75000
11790,PR2,Outside London,Flat,2016,119,76405.0,70000
11789,PR2,Outside London,Flat,2015,111,73837.6,76000
11788,PR2,Outside London,Flat,2014,110,80295.4,74000
11787,PR2,Outside London,Flat,2013,74,71398.6,70000
11786,PR2,Outside London,Flat,2012,93,82763.4,82200
11785,PR2,Outside London,Flat,2011,74,84774.3,82500
11784,PR2,Outside London,Flat,2010,88,90941.3,87500
11783,PR2,Outside London,Flat,2009,90,108515.3,120000
11782,PR2,Outside London,Flat,2008,105,103819.9,108900
11781,PR2,Outside London,Flat,2007,175,108191.4,107950
11780,PR2,Outside London,Flat,2006,196,98867.1,97500
11779,PR2,Outside London,Flat,2005,176,107272.9,108000
11778,PR2,Outside London,Flat,2004,201,87513.3,89000
11777,PR2,Outside London,Flat,2003,210,73017.2,69950
11776,PR2,Outside London,Flat,2002,214,60421.1,52315
11775,PR2,Outside London,Flat,2001,208,62395.5,66950
11774,PR2,Outside London,Flat,2000,105,48373.5,49500
11773,PR2,Outside London,Flat,1999,120,46431.2,44200
11772,PR2,Outside London,Flat,1998,107,46392.1,46000
11771,PR2,Outside London,Flat,1997,138,43819.3,39500
11770,PR2,Outside London,Flat,1996,103,35452.8,32950
11769,PR2,Outside London,Flat,1995,103,40451.4,35000
10059,TN40,Outside London,Flat,2023,132,187053.8,180000
10058,TN40,Outside London,Flat,2022,273,199986.5,192500
10057,TN40,Outside London,Flat,2021,345,182302.1,172000
10056,TN40,Outside London,Flat,2020,187,173805.9,167500
10055,TN40,Outside London,Flat,2019,252,170551.5,160000
10054,TN40,Outside London,Flat,2018,283,166445.3,155000
10053,TN40,Outside London,Flat,2017,306,146979.2,142500
10052,TN40,Outside London,Flat,2016,312,139452.6,135000
10051,TN40,Outside London,Flat,2015,338,131354.5,125000
10050,TN40,Outside London,Flat,2014,272,123203.8,120000
10049,TN40,Outside London,Flat,2013,212,120131.5,118000
10048,TN40,Outside London,Flat,2012,174,123994.5,122000
10047,TN40,Outside London,Flat,2011,179,122295.0,120000
10046,TN40,Outside London,Flat,2010,177,122589.7,120000
10045,TN40,Outside London,Flat,2009,177,117668.7,115000
10044,TN40,Outside London,Flat,2008,178,130680.4,127000
10043,TN40,Outside London,Flat,2007,413,139522.6,135000
10042,TN40,Outside London,Flat,2006,355,122555.8,120000
10041,TN40,Outside London,Flat,2005,277,119699.4,118000
10040,TN40,Outside London,Flat,2004,347,109976.7,106000
10039,TN40,Outside London,Flat,2003,308,96926.4,92500
10038,TN40,Outside London,Flat,2002,409,79662.1,74000
10037,TN40,Outside London,Flat,2001,344,61077.3,58500
10036,TN40,Outside London,Flat,2000,315,52698.7,48500
10035,TN40,Outside London,Flat,1999,393,44992.8,43000
10034,TN40,Outside London,Flat,1998,316,39919.1,37500
10033,TN40,Outside London,Flat,1997,270,38209.1,35950
10032,TN40,Outside London,Flat,1996,245,36872.9,35000
10031,TN40,Outside London,Flat,1995,232,36722.5,35500
3884,HG2,Outside London,Flat,2023,84,304778.6,245000
3883,HG2,Outside London,Flat,2022,167,263861.6,225000
3882,HG2,Outside London,Flat,2021,181,268117.4,222500
3881,HG2,Outside London,Flat,2020,95,273070.0,233500
3880,HG2,Outside London,Flat,2019,113,242389.8,198000
3879,HG2,Outside London,Flat,2018,148,264266.7,215000
3878,HG2,Outside London,Flat,2017,162,259701.9,202300
3877,HG2,Outside London,Flat,2016,187,222817.3,190000
3876,HG2,Outside London,Flat,2015,179,224477.5,177500
3875,HG2,Outside London,Flat,2014,186,218199.2,180500
3874,HG2,Outside London,Flat,2013,154,232013.3,177000
3873,HG2,Outside London,Flat,2012,145,215314.5,170000
3872,HG2,Outside London,Flat,2011,147,218223.2,173000
3871,HG2,Outside London,Flat,2010,109,213656.0,185000
3870,HG2,Outside London,Flat,2009,100,182920.9,142500
3869,HG2,Outside London,Flat,2008,102,188745.1,155000
3868,HG2,Outside London,Flat,2007,172,215226.7,189950
3867,HG2,Outside London,Flat,2006,228,188589.8,164000
3866,HG2,Outside London,Flat,2005,159,198573.0,169950
3865,HG2,Outside London,Flat,2004,215,180219.2,155000
3864,HG2,Outside London,Flat,2003,193,155752.9,138000
3863,HG2,Outside London,Flat,2002,255,136113.9,119950
3862,HG2,Outside London,Flat,2001,189,111619.4,92000
3861,HG2,Outside London,Flat,2000,164,88486.2,68250
3860,HG2,Outside London,Flat,1999,160,71427.3,59950
3859,HG2,Outside London,Flat,1998,145,68700.2,56500
3858,HG2,Outside London,Flat,1997,215,66235.6,56000
3857,HG2,Outside London,Flat,1996,158,67722.7,60000
3856,HG2,Outside London,Flat,1995,86,65328.4,55000
10204,L8,Outside London,Flat,2023,74,130037.7,130000
10203,L8,Outside London,Flat,2022,225,149653.2,149950
10202,L8,Outside London,Flat,2021,150,120557.1,122000
10201,L8,Outside London,Flat,2020,144,115660.5,102995
10200,L8,Outside London,Flat,2019,308,134838.6,124495
10199,L8,Outside London,Flat,2018,263,112264.7,119000
10198,L8,Outside London,Flat,2017,164,106412.6,79000
10197,L8,Outside London,Flat,2016,320,99242.6,80500
10196,L8,Outside London,Flat,2015,415,72672.2,64950
10195,L8,Outside London,Flat,2014,164,103806.4,101950
10194,L8,Outside London,Flat,2013,219,71630.6,65000
10193,L8,Outside London,Flat,2012,72,87349.4,75000
10192,L8,Outside London,Flat,2011,44,106823.0,96000
10191,L8,Outside London,Flat,2010,65,85914.4,80000
10190,L8,Outside London,Flat,2009,38,122963.9,128000
10189,L8,Outside London,Flat,2008,170,136489.3,125000
10188,L8,Outside London,Flat,2007,113,123807.1,122000
10187,L8,Outside London,Flat,2006,113,117670.4,118000
10186,L8,Outside London,Flat,2005,117,137652.1,130000
10185,L8,Outside London,Flat,2004,158,118420.9,112500
10184,L8,Outside London,Flat,2003,176,92442.5,92950
10183,L8,Outside London,Flat,2002,81,63599.8,49999
10182,L8,Outside London,Flat,2001,45,49378.8,47000
10181,L8,Outside London,Flat,2000,48,48439.6,42000
10180,L8,Outside London,Flat,1999,52,41292.3,35500
10179,L8,Outside London,Flat,1998,33,39334.8,38000
10178,L8,Outside London,Flat,1997,26,41934.6,39950
10177,L8,Outside London,Flat,1996,44,39956.8,38450
10176,L8,Outside London,Flat,1995,56,33940.2,34950
6668,NR2,Outside London,Flat,2023,74,171638.5,162000
6667,NR2,Outside London,Flat,2022,201,180861.9,162000
6666,NR2,Outside London,Flat,2021,143,164037.6,147632
6665,NR2,Outside London,Flat,2020,96,156281.8,145000
6664,NR2,Outside London,Flat,2019,98,161469.6,150000
